assets/images/icons/ui_main.png;本館;0.5;2;3
assets/images/icons/ui_additional.png;建物1;-5.5;2;3
assets/images/icons/ui_additional.png;建物2;-3.4;2;-3
assets/images/icons/ui_additional.png;建物3;7;2;-0.5
