assets/images/icons/ui_main.png;主楼;0.5;2;3
assets/images/icons/ui_additional.png;建筑 1;-5.5;2;3
assets/images/icons/ui_additional.png;建筑 2;-3.4;2;-3
assets/images/icons/ui_additional.png;建筑 3;7;2;-0.5
